Elapsed Time (ms), Humidity (%)
13646774, 42.14
13649258, 42.14
13651743, 42.14
13654227, 42.16
13656712, 42.13
13659196, 42.13
13661681, 42.12
13664165, 42.12
13666649, 42.14
13669134, 42.14
13671618, 42.14
13674103, 42.18
13676588, 42.20
13679072, 42.12
13681557, 42.21
13684041, 42.15
13686525, 42.20
13689010, 42.19
13691494, 42.17
13693979, 42.16
13696463, 42.19
13698948, 42.17
13701432, 42.19
13703917, 42.16
13706401, 42.21
13708885, 42.15
13711370, 42.17
13713854, 42.17
13716339, 42.19
13718823, 42.18
13721308, 42.20
13723792, 42.18
13726277, 42.19
13728761, 42.20
13731245, 42.12
13733730, 42.13
13736214, 42.16
13738699, 42.15
13741183, 42.14
13743668, 42.18
13746152, 42.16
13748637, 42.16
13751121, 42.17
13753605, 42.17
13756090, 42.13
13758574, 42.18
13761059, 42.21
13763543, 42.23
13766028, 42.22
13768512, 42.18
13770996, 42.23
13773481, 42.14
13775965, 42.16
13778450, 42.20
13780934, 42.17
13783419, 42.20
13785903, 42.22
13788387, 42.27
13790872, 42.22
13793356, 42.22
13795841, 42.20
13798325, 42.22
13800809, 42.20
13803294, 42.24
13805779, 42.17
13808263, 42.19
13810748, 42.22
13813232, 42.25
13815716, 42.21
13818201, 42.22
13820685, 42.22
13823170, 42.21
13825654, 42.19
13828139, 42.24
13830623, 42.16
13833108, 42.19
13835592, 42.24
13838076, 42.23
13840561, 42.20
13843045, 42.23
13845530, 42.19
13848014, 42.21
13850499, 42.22
13852983, 42.21
13855467, 42.22
13857952, 42.21
13860436, 42.22
13862921, 42.23
13865405, 42.18
13867890, 42.20
13870374, 42.17
13872858, 42.20
13875343, 42.19
13877827, 42.18
13880312, 42.21
13882796, 42.19
13885281, 42.18
13887765, 42.19
13890249, 42.18
13892734, 42.19
13895218, 42.23
13897703, 42.21
13900187, 42.22
13902672, 42.21
13905156, 42.21
13907641, 42.19
13910125, 42.27
13912610, 42.23
13915094, 42.22
13917579, 42.21
13920063, 42.28
13922548, 42.22
13925032, 42.21
13927516, 42.21
13930001, 42.22
13932485, 42.19
13934970, 42.21
13937454, 42.21
13939939, 42.23
13942423, 42.27
13944907, 42.23
13947392, 42.22
13949876, 42.19
13952361, 42.26
13954845, 42.20
13957330, 42.26
13959814, 42.26
13962298, 42.25
13964783, 42.20
13967267, 42.19
13969752, 42.21
13972236, 42.19
13974721, 42.20
13977205, 42.21
13979689, 42.18
13982174, 42.21
13984658, 42.23
13987143, 42.23
13989627, 42.25
13992112, 42.25
13994596, 42.21
13997081, 42.21
13999565, 42.25
14002050, 42.24
14004534, 42.21
14007019, 42.25
14009503, 42.22
14011988, 42.19
14014472, 42.22
14016956, 42.22
14019441, 42.23
14021925, 42.27
14024410, 42.23
14026894, 42.24
14029379, 42.22
14031863, 42.22
14034348, 42.22
14036832, 42.23
14039317, 42.23
14041801, 42.24
14044286, 42.21
14046770, 42.24
14049255, 42.24
14051739, 42.26
14054223, 42.20
14056708, 42.20
14059192, 42.20
14061677, 42.19
14064161, 42.23
14066646, 42.22
14069130, 42.21
14071614, 42.24
14074099, 42.19
14076583, 42.25
14079068, 42.22
14081552, 42.25
14084037, 42.23
14086521, 42.23
14089005, 42.17
14091490, 42.23
14093974, 42.27
14096459, 42.21
14098943, 42.26
14101427, 42.23
14103912, 42.27
14106396, 42.23
14108881, 42.26
14111365, 42.23
14113850, 42.20
14116334, 42.24
14118819, 42.17
14121303, 42.19
14123788, 42.18
14126272, 42.22
14128756, 42.16
14131241, 42.25
14133725, 42.20
14136210, 42.25
14138694, 42.24
14141179, 42.22
14143663, 42.21
14146148, 42.18
14148632, 42.20
14151116, 42.23
14153601, 42.28
14156085, 42.21
14158570, 42.19
14161054, 42.23
14163538, 42.18
14166023, 42.19
14168507, 42.18
14170992, 42.18
14173476, 42.22
14175961, 42.25
14178445, 42.25
14180930, 42.22
14183414, 42.27
14185898, 42.25
14188383, 42.25
14190867, 42.25
14193352, 42.24
14195836, 42.25
14198321, 42.26
14200805, 42.28
14203290, 42.29
14205774, 42.23
14208258, 42.23
14210743, 42.22
14213227, 42.25
14215712, 42.21
14218196, 42.19
14220681, 42.18
14223165, 42.22
14225649, 42.27
14228134, 42.26
14230618, 42.18
14233103, 42.25
14235587, 42.22
14238072, 42.20
14240556, 42.17
14243040, 42.23
14245525, 42.27
14248009, 42.23
14250494, 42.21
14252978, 42.25
14255463, 42.28
14257947, 42.28
14260432, 42.26
14262916, 42.25
14265400, 42.29
14267885, 42.28
14270369, 42.26
14272854, 42.25
14275338, 42.27
14277823, 42.27
14280307, 42.22
14282791, 42.25
14285276, 42.18
14287760, 42.22
14290245, 42.22
14292729, 42.25
14295214, 42.23
14297698, 42.23
14300183, 42.25
14302667, 42.25
14305151, 42.26
14307636, 42.29
14310120, 42.27
14312605, 42.29
14315089, 42.31
14317574, 42.30
14320058, 42.26
14322543, 42.27
14325027, 42.26
14327511, 42.22
14329996, 42.26
14332480, 42.21
14334965, 42.24
14337449, 42.26
14339934, 42.29
14342418, 42.27
14344903, 42.29
14347387, 42.28
14349872, 42.27
14352356, 42.29
14354841, 42.23
14357325, 42.28
14359809, 42.25
14362294, 42.29
14364779, 42.30
14367263, 42.28
14369748, 42.24
14372232, 42.26
14374716, 42.26
14377201, 42.22
14379685, 42.27
14382170, 42.29
14384654, 42.24
14387139, 42.20
14389623, 42.24
14392108, 42.31
14394592, 42.17
14397076, 42.20
14399561, 42.22
14402045, 42.24
14404530, 42.29
14407014, 42.30
14409499, 42.29
14411983, 42.29
14414467, 42.27
14416952, 42.28
14419436, 42.28
14421921, 42.29
14424405, 42.27
14426890, 42.29
14429374, 42.35
14431859, 42.30
14434343, 42.32
14436827, 42.30
14439312, 42.26
14441796, 42.30
14444281, 42.31
14446765, 42.30
14449250, 42.30
14451734, 42.28
14454218, 42.30
14456703, 42.34
14459187, 42.31
14461672, 42.36
14464156, 42.34
14466641, 42.32
14469125, 42.34
14471609, 42.29
14474094, 42.31
14476578, 42.29
14479063, 42.31
14481547, 42.29
14484032, 42.30
14486516, 42.34
14489000, 42.30
14491485, 42.32
14493969, 42.30
14496454, 42.27
14498938, 42.26
14501423, 42.32
14503907, 42.31
14506391, 42.33
14508876, 42.34
14511360, 42.36
14513845, 42.31
14516329, 42.32
14518814, 42.32
14521298, 42.35
14523783, 42.34
14526267, 42.30
14528751, 42.35
14531236, 42.32
14533720, 42.26
14536205, 42.22
14538689, 42.25
14541174, 42.22
14543658, 42.23
14546143, 42.22
14548627, 42.29
14551111, 42.27
14553596, 42.27
14556080, 42.32
14558565, 42.28
14561049, 42.28
14563534, 42.28
14566018, 42.30
14568502, 42.35
14570987, 42.31
14573471, 42.36
14575956, 42.31
14578440, 42.31
14580925, 42.36
14583409, 42.33
14585893, 42.31
14588378, 42.36
14590862, 42.33
14593347, 42.33
14595831, 42.30
14598316, 42.34
14600800, 42.32
14603284, 42.35
14605769, 42.32
14608253, 42.32
14610738, 42.39
14613222, 42.36
14615707, 42.34
14618191, 42.32
14620675, 42.37
14623160, 42.32
14625645, 42.39
14628129, 42.36
14630614, 42.36
14633098, 42.32
14635582, 42.30
14638067, 42.34
14640551, 42.29
14643036, 42.32
14645520, 42.33
14648005, 42.37
14650489, 42.39
14652973, 42.41
14655458, 42.34
14657942, 42.39
14660427, 42.36
14662911, 42.34
14665396, 42.30
14667880, 42.37
14670364, 42.35
14672849, 42.36
14675333, 42.37
14677818, 42.36
14680302, 42.37
14682787, 42.34
14685271, 42.37
14687756, 42.35
14690240, 42.37
14692724, 42.34
14695209, 42.32
14697693, 42.36
14700178, 42.35
14702662, 42.35
14705147, 42.37
14707631, 42.32
14710115, 42.40
14712600, 42.38
14715084, 42.39
14717569, 42.37
14720053, 42.36
14722538, 42.36
14725023, 42.34
14727507, 42.38
14729991, 42.34
14732476, 42.34
14734960, 42.36
14737445, 42.28
14739929, 42.33
14742414, 42.32
14744898, 42.34
14747382, 42.29
14749867, 42.33
14752351, 42.33
14754836, 42.36
14757320, 42.38
14759804, 42.37
14762289, 42.33
14764773, 42.36
14767258, 42.39
14769742, 42.36
14772227, 42.32
14774711, 42.32
14777195, 42.33
14779680, 42.34
14782164, 42.32
14784649, 42.36
14787133, 42.38
14789618, 42.37
14792102, 42.33
14794587, 42.30
14797071, 42.32
14799555, 42.31
14802040, 42.38
14804524, 42.37
14807009, 42.36
14809493, 42.40
14811978, 42.40
14814462, 42.40
14816947, 42.36
14819431, 42.39
14821915, 42.37
14824400, 42.38
14826884, 42.36
14829369, 42.33
14831853, 42.38
14834338, 42.39
14836822, 42.33
14839307, 42.36
14841791, 42.29
14844276, 42.33
14846760, 42.36
14849245, 42.37
14851729, 42.37
14854214, 42.37
14856698, 42.38
14859182, 42.36
14861667, 42.37
14864151, 42.35
14866636, 42.34
14869120, 42.35
14871605, 42.35
14874089, 42.35
14876574, 42.37
14879058, 42.35
14881542, 42.34
14884027, 42.40
14886511, 42.33
14888996, 42.33
14891480, 42.40
14893965, 42.41
14896449, 42.38
14898933, 42.42
14901418, 42.39
14903902, 42.35
14906387, 42.46
14908871, 42.40
14911356, 42.33
14913840, 42.37
14916325, 42.37
14918809, 42.37
14921293, 42.38
14923778, 42.40
14926262, 42.41
14928747, 42.43
14931231, 42.39
14933716, 42.39
14936200, 42.46
14938685, 42.39
14941169, 42.38
14943653, 42.41
14946138, 42.43
14948622, 42.39
14951107, 42.42
14953591, 42.41
14956075, 42.45
14958560, 42.39
14961045, 42.41
14963529, 42.44
14966014, 42.45
14968498, 42.43
14970982, 42.47
14973467, 42.46
14975951, 42.46
14978436, 42.48
14980920, 42.41
14983405, 42.41
14985889, 42.42
14988374, 42.43
14990858, 42.44
14993342, 42.45
14995827, 42.40
14998311, 42.34
15000796, 42.41
15003280, 42.36
15005765, 42.41
15008249, 42.39
15010733, 42.42
15013218, 42.41
15015702, 42.42
15018187, 42.38
15020671, 42.39
15023156, 42.41
15025641, 42.37
15028125, 42.40
15030609, 42.37
15033094, 42.37
15035578, 42.43
15038063, 42.42
15040547, 42.44
15043032, 42.45
15045516, 42.42
15048000, 42.42
15050485, 42.44
15052969, 42.41
15055454, 42.43
15057938, 42.42
15060423, 42.42
15062907, 42.48
15065391, 42.38
15067876, 42.42
15070360, 42.46
15072845, 42.44
15075329, 42.45
15077814, 42.40
15080298, 42.43
15082783, 42.47
15085267, 42.43
15087751, 42.44
15090236, 42.45
15092720, 42.47
15095205, 42.43
15097689, 42.49
15100174, 42.43
15102658, 42.44
15105142, 42.40
15107627, 42.42
15110111, 42.45
15112596, 42.42
15115081, 42.42
15117565, 42.45
15120049, 42.45
15122534, 42.44
15125018, 42.43
15127503, 42.44
15129987, 42.45
15132472, 42.46
15134956, 42.42
15137440, 42.43
15139925, 42.51
15142409, 42.45
15144894, 42.49
15147378, 42.46
15149863, 42.46
15152347, 42.43
15154831, 42.42
15157316, 42.45
15159800, 42.48
15162285, 42.47
15164769, 42.47
15167254, 42.46
15169738, 42.50
15172222, 42.48
15174707, 42.47
15177191, 42.49
15179676, 42.46
15182160, 42.48
15184645, 42.46
15187129, 42.40
15189613, 42.42
15192098, 42.45
15194582, 42.43
15197067, 42.46
15199551, 42.48
15202036, 42.47
15204520, 42.50
15207005, 42.43
15209489, 42.44
15211973, 42.46
15214458, 42.52
15216942, 42.48
15219427, 42.46
15221911, 42.52
15224396, 42.46
15226880, 42.49
15229364, 42.46
15231849, 42.48
15234333, 42.50
15236818, 42.51
15239302, 42.51
15241787, 42.49
15244271, 42.41
15246756, 42.41
15249240, 42.41
15251724, 42.39
15254209, 42.43
15256693, 42.42
15259178, 42.44
15261662, 42.48
15264147, 42.45
15266631, 42.45
15269115, 42.45
15271600, 42.51
15274084, 42.51
15276569, 42.51
15279053, 42.50
15281538, 42.51
15284022, 42.52
15286506, 42.50
15288991, 42.49
15291475, 42.47
15293960, 42.54
15296444, 42.49
15298929, 42.50
15301413, 42.46
15303898, 42.47
15306382, 42.47
15308866, 42.49
15311351, 42.48
15313835, 42.42
15316320, 42.47
15318804, 42.44
15321289, 42.43
15323773, 42.44
15326257, 42.41
15328742, 42.48
15331226, 42.50
15333711, 42.46
15336195, 42.48
15338680, 42.48
15341164, 42.49
15343648, 42.49
15346133, 42.50
15348617, 42.49
15351102, 42.46
15353586, 42.47
15356071, 42.51
15358555, 42.50
15361040, 42.54
15363524, 42.57
15366008, 42.47
15368493, 42.54
15370977, 42.54
15373462, 42.55
15375946, 42.54
15378431, 42.52
15380915, 42.50
15383399, 42.49
15385884, 42.51
15388368, 42.51
15390853, 42.54
15393337, 42.51
15395822, 42.48
15398306, 42.54
15400791, 42.52
15403275, 42.51
15405759, 42.51
15408244, 42.49
15410728, 42.52
15413213, 42.45
15415697, 42.48
15418182, 42.51
15420666, 42.45
15423151, 42.51
15425635, 42.51
15428119, 42.51
15430604, 42.50
15433088, 42.49
15435573, 42.51
15438057, 42.46
15440542, 42.46
15443026, 42.49
15445510, 42.48
15447995, 42.44
15450479, 42.43
15452964, 42.43
15455448, 42.43
15457933, 42.49
15460417, 42.42
15462901, 42.49
15465386, 42.50
15467870, 42.54
15470355, 42.50
15472839, 42.47
15475324, 42.49
15477808, 42.50
15480292, 42.51
15482777, 42.52
15485261, 42.52
15487746, 42.51
15490230, 42.51
15492715, 42.44
15495199, 42.46
15497683, 42.46
15500168, 42.44
15502652, 42.46
15505137, 42.44
15507621, 42.47
15510106, 42.46
15512590, 42.47
15515075, 42.47
15517559, 42.48
15520044, 42.47
15522528, 42.54
15525013, 42.54
15527497, 42.48
15529982, 42.53
15532466, 42.49
15534950, 42.52
15537435, 42.53
15539919, 42.52
15542404, 42.49
15544888, 42.51
15547373, 42.47
15549857, 42.52
15552341, 42.54
15554826, 42.51
15557310, 42.50
15559795, 42.50
15562279, 42.52
15564764, 42.52
15567248, 42.50
15569732, 42.49
15572217, 42.52
15574701, 42.52
15577186, 42.50
15579670, 42.51
15582155, 42.52
15584639, 42.54
15587123, 42.58
15589608, 42.53
15592092, 42.55
15594577, 42.55
15597061, 42.56
15599546, 42.53
15602030, 42.56
15604514, 42.52
15606999, 42.53
15609483, 42.56
15611968, 42.51
15614452, 42.54
15616937, 42.54
15619421, 42.47
15621906, 42.52
15624390, 42.47
15626874, 42.52
15629359, 42.49
15631843, 42.49
15634328, 42.48
15636812, 42.48
15639297, 42.50
15641781, 42.53
15644266, 42.53
15646750, 42.49
15649234, 42.52
15651719, 42.55
15654203, 42.52
15656688, 42.53
15659172, 42.51
15661657, 42.55
15664141, 42.54
15666625, 42.52
15669110, 42.52
15671594, 42.52
15674079, 42.49
15676563, 42.51
15679048, 42.51
15681532, 42.51
15684016, 42.51
15686501, 42.52
15688985, 42.52
15691470, 42.51
15693954, 42.49
15696439, 42.50
15698923, 42.47
15701407, 42.52
15703892, 42.49
15706376, 42.51
15708861, 42.48
15711345, 42.52
15713830, 42.52
15716314, 42.48
15718798, 42.50
15721283, 42.51
15723767, 42.55
15726252, 42.48
15728736, 42.51
15731221, 42.50
15733705, 42.52
15736190, 42.48
15738674, 42.55
15741158, 42.54
15743643, 42.53
15746127, 42.53
15748612, 42.53
15751096, 42.52
15753581, 42.53
15756065, 42.51
15758549, 42.52
15761034, 42.55
15763518, 42.49
15766003, 42.48
15768487, 42.51
15770972, 42.50
15773456, 42.50
15775940, 42.55
15778425, 42.49
15780909, 42.56
15783394, 42.52
15785878, 42.56
15788363, 42.54
15790847, 42.53
15793332, 42.48
15795816, 42.50
15798300, 42.51
15800785, 42.44
15803269, 42.45
15805754, 42.48
15808238, 42.49
15810723, 42.50
15813207, 42.53
15815691, 42.47
15818176, 42.46
15820660, 42.49
15823145, 42.48
15825629, 42.46
15828114, 42.50
15830598, 42.47
15833083, 42.49
15835567, 42.51
15838051, 42.47
15840536, 42.46
15843020, 42.45
15845505, 42.47
15847989, 42.48
15850474, 42.53
15852958, 42.53
15855442, 42.48
15857927, 42.47
15860411, 42.51
15862896, 42.49
15865380, 42.52
15867865, 42.52
15870349, 42.56
15872833, 42.55
15875318, 42.60
15877802, 42.56
15880287, 42.53
15882771, 42.57
15885256, 42.56
15887740, 42.57
15890224, 42.56
15892709, 42.50
15895193, 42.57
15897678, 42.53
15900162, 42.55
15902647, 42.51
15905131, 42.56
15907616, 42.54
15910100, 42.53
15912584, 42.55
15915069, 42.53
15917553, 42.54
15920038, 42.51
15922523, 42.52
15925007, 42.58
15927491, 42.56
15929976, 42.59
15932460, 42.59
15934945, 42.54
15937429, 42.57
15939914, 42.60
15942398, 42.60
15944883, 42.57
15947367, 42.58
15949851, 42.60
15952336, 42.61
15954820, 42.59
15957305, 42.61
15959790, 42.56
15962274, 42.51
15964758, 42.58
15967243, 42.51
15969727, 42.59
15972212, 42.57
15974696, 42.54
15977181, 42.58
15979665, 42.54
15982150, 42.54
15984634, 42.54
15987118, 42.52
15989603, 42.51
15992087, 42.55
15994572, 42.56
15997056, 42.53
15999541, 42.54
16002025, 42.55
16004510, 42.56
16006994, 42.55
16009478, 42.53
16011963, 42.57
16014447, 42.57
16016932, 42.58
16019416, 42.58
16021901, 42.56
16024385, 42.51
16026870, 42.55
16029354, 42.57
16031838, 42.56
16034323, 42.56
16036807, 42.49
16039292, 42.52
16041776, 42.53
16044261, 42.55
16046745, 42.57
16049229, 42.52
16051714, 42.50
16054199, 42.50
16056683, 42.59
16059168, 42.56
16061652, 42.56
16064137, 42.59
16066621, 42.50
16069106, 42.54
16071590, 42.59
16074075, 42.61
16076559, 42.55
16079043, 42.55
16081528, 42.54
16084012, 42.54
16086497, 42.57
16088981, 42.53
16091466, 42.58
16093950, 42.58
16096435, 42.53
16098919, 42.57
16101403, 42.51
16103888, 42.49
16106372, 42.48
16108857, 42.55
16111341, 42.54
16113826, 42.55
16116310, 42.56
16118794, 42.53
16121279, 42.55
16123763, 42.57
16126248, 42.55
16128732, 42.57
16131217, 42.55
16133701, 42.56
16136185, 42.53
16138670, 42.56
16141154, 42.54
16143639, 42.54
16146123, 42.53
16148608, 42.58
16151092, 42.54
16153577, 42.56
16156061, 42.56
16158545, 42.55
16161030, 42.55
16163514, 42.54
16165999, 42.57
16168483, 42.55
16170968, 42.55
16173452, 42.56
16175937, 42.53
16178421, 42.54
16180905, 42.55
16183390, 42.54
16185874, 42.54
16188359, 42.51
16190843, 42.55
16193328, 42.55
16195812, 42.58
16198296, 42.58
16200781, 42.52
16203265, 42.58
16205750, 42.56
16208234, 42.60
16210719, 42.53
16213203, 42.56
16215687, 42.54
16218172, 42.61
16220656, 42.57
16223141, 42.56
16225625, 42.57
16228110, 42.58
16230594, 42.53
16233078, 42.55
16235563, 42.59
16238047, 42.58
16240532, 42.52
16243016, 42.57
16245501, 42.60
16247985, 42.56
16250470, 42.53
16252954, 42.55
16255438, 42.52
16257923, 42.54
16260407, 42.54
16262892, 42.56
16265376, 42.57
16267861, 42.57
16270345, 42.52
16272829, 42.52
16275314, 42.48
16277798, 42.54
16280283, 42.52
16282768, 42.52
16285252, 42.52
16287736, 42.49
16290221, 42.50
16292705, 42.55
16295190, 42.52
16297674, 42.52
16300159, 42.55
16302643, 42.53
16305127, 42.56
16307612, 42.57
16310096, 42.54
16312581, 42.54
16315065, 42.57
16317550, 42.53
16320034, 42.57
16322518, 42.56
16325003, 42.55
16327487, 42.55
16329972, 42.58
16332456, 42.59
16334941, 42.57
16337425, 42.57
16339910, 42.58
16342394, 42.53
16344878, 42.52
16347363, 42.54
16349847, 42.54
16352332, 42.53
16354816, 42.56
16357301, 42.56
16359785, 42.54
16362269, 42.57
16364754, 42.52
16367238, 42.52
16369723, 42.58
16372207, 42.54
16374692, 42.54
16377176, 42.60
16379660, 42.49
16382145, 42.53
16384629, 42.53
16387114, 42.56
16389598, 42.52
16392083, 42.52
16394567, 42.49
16397052, 42.59
16399536, 42.55
16402021, 42.52
16404505, 42.48
16406990, 42.58
16409474, 42.56
16411959, 42.53
16414443, 42.56
16416927, 42.57
16419412, 42.55
16421896, 42.56
16424381, 42.58
16426865, 42.55
16429350, 42.57
16431834, 42.59
16434318, 42.58
16436803, 42.53
16439287, 42.58
16441772, 42.52
16444256, 42.54
16446741, 42.50
16449225, 42.50
16451710, 42.51
16454194, 42.50
16456679, 42.56
16459163, 42.55
16461647, 42.55
16464132, 42.52
16466616, 42.52
16469101, 42.57
16471585, 42.58
16474070, 42.53
16476554, 42.59
16479038, 42.54
16481523, 42.55
16484007, 42.55
16486492, 42.57
16488976, 42.53
16491461, 42.57
16493945, 42.60
16496430, 42.54
16498914, 42.59
16501398, 42.60
16503883, 42.58
16506368, 42.58
16508852, 42.57
16511337, 42.54
16513821, 42.52
16516305, 42.54
16518790, 42.53
16521274, 42.51
16523759, 42.52
16526243, 42.53
16528728, 42.56
16531212, 42.57
16533697, 42.55
16536181, 42.53
16538665, 42.54
16541150, 42.53
16543634, 42.55
16546119, 42.58
16548603, 42.55
16551088, 42.52
16553572, 42.50
16556057, 42.55
16558541, 42.50
16561025, 42.51
16563510, 42.49
16565994, 42.49
16568479, 42.56
16570963, 42.51
16573448, 42.56
16575932, 42.57
16578417, 42.54
16580901, 42.56
16583386, 42.58
16585870, 42.56
16588355, 42.54
16590839, 42.61
16593323, 42.54
16595808, 42.53
16598292, 42.56
16600777, 42.58
16603261, 42.61
16605746, 42.57
16608230, 42.53
16610714, 42.57
16613199, 42.52
16615683, 42.59
16618168, 42.58
16620652, 42.56
16623137, 42.52
16625621, 42.50
16628106, 42.54
16630590, 42.56
16633074, 42.46
16635559, 42.57
16638043, 42.49
16640528, 42.51
16643012, 42.55
16645497, 42.49
16647981, 42.54
16650466, 42.54
16652950, 42.54
16655434, 42.51
16657919, 42.50
16660403, 42.51
16662888, 42.49
16665372, 42.53
16667857, 42.55
16670341, 42.55
16672825, 42.52
16675310, 42.50
16677794, 42.51
16680279, 42.54
16682763, 42.52
16685248, 42.54
16687732, 42.50
16690217, 42.59
16692701, 42.56
16695185, 42.54
16697670, 42.56
16700154, 42.51
16702639, 42.54
16705123, 42.57
16707608, 42.55
16710092, 42.55
16712576, 42.56
16715061, 42.52
16717545, 42.55
16720030, 42.54
16722514, 42.54
16724999, 42.51
16727483, 42.54
16729967, 42.55
16732452, 42.54
16734936, 42.51
16737421, 42.48
16739905, 42.48
16742390, 42.50
16744874, 42.50
16747359, 42.47
16749843, 42.59
16752327, 42.48
16754812, 42.49
16757296, 42.50
16759781, 42.55
16762265, 42.54
16764750, 42.55
16767234, 42.57
16769719, 42.57
16772203, 42.56
16774687, 42.52
16777172, 42.56
16779656, 42.55
16782141, 42.57
16784625, 42.57
16787110, 42.56
16789594, 42.56
16792078, 42.55
16794563, 42.59
16797047, 42.55
16799532, 42.58
16802016, 42.56
16804501, 42.55
16806985, 42.61
16809469, 42.60
16811954, 42.55
16814438, 42.52
16816923, 42.52
16819407, 42.49
16821892, 42.47
16824376, 42.53
16826860, 42.56
16829345, 42.58
16831829, 42.54
16834314, 42.58
16836798, 42.55
16839283, 42.57
16841767, 42.54
16844252, 42.55
16846736, 42.55
16849220, 42.58
16851705, 42.59
16854189, 42.54
16856674, 42.60
16859158, 42.57
16861643, 42.58
16864127, 42.58
16866611, 42.56
16869096, 42.62
16871580, 42.57
16874065, 42.60
16876549, 42.58
16879034, 42.57
16881518, 42.60
16884002, 42.57
16886487, 42.61
16888971, 42.60
16891456, 42.60
16893940, 42.61
16896424, 42.58
16898909, 42.58
16901393, 42.56
16903878, 42.59
16906363, 42.63
16908847, 42.59
16911331, 42.59
16913816, 42.55
16916300, 42.59
16918785, 42.60
16921269, 42.59
16923754, 42.58
16926238, 42.54
16928722, 42.56
16931207, 42.58
16933691, 42.60
16936176, 42.53
16938660, 42.53
16941145, 42.57
16943629, 42.47
16946113, 42.51
16948598, 42.52
16951082, 42.52
16953567, 42.48
16956051, 42.54
16958536, 42.58
16961020, 42.56
16963505, 42.53
16965989, 42.57
16968474, 42.54
16970958, 42.54
16973443, 42.50
16975927, 42.55
16978411, 42.58
16980896, 42.56
16983380, 42.59
16985865, 42.62
16988349, 42.58
16990833, 42.56
16993318, 42.59
16995803, 42.60
16998287, 42.60
17000772, 42.58
17003256, 42.59
17005740, 42.58
17008225, 42.55
17010709, 42.63
17013194, 42.59
17015678, 42.61
17018163, 42.58
17020647, 42.55
17023131, 42.58
17025616, 42.57
17028100, 42.58
17030585, 42.56
17033069, 42.57
17035554, 42.54
17038038, 42.53
17040523, 42.53
17043007, 42.54
17045491, 42.52
17047976, 42.52
17050460, 42.48
17052945, 42.49
17055429, 42.50
17057914, 42.52
17060398, 42.47
17062882, 42.55
17065367, 42.52
17067851, 42.53
17070336, 42.53
17072820, 42.52
17075304, 42.55
17077789, 42.58
17080273, 42.55
17082758, 42.52
17085242, 42.57
17087727, 42.55
17090211, 42.53
17092696, 42.54
17095180, 42.59
17097664, 42.54
17100149, 42.56
17102633, 42.58
17105118, 42.55
17107602, 42.57
17110087, 42.60
17112571, 42.60
17115056, 42.58
17117540, 42.58
17120024, 42.54
17122509, 42.54
17124993, 42.57
17127478, 42.55
17129962, 42.57
17132447, 42.52
17134931, 42.60
17137415, 42.51
17139900, 42.53
17142384, 42.54
17144869, 42.53
17147353, 42.56
17149838, 42.56
17152322, 42.56
17154806, 42.56
17157291, 42.54
17159775, 42.56
17162260, 42.56
17164744, 42.52
17167229, 42.54
17169713, 42.54
17172198, 42.58
17174682, 42.58
17177166, 42.55
17179651, 42.52
17182135, 42.57
17184620, 42.61
17187104, 42.62
17189589, 42.59
17192073, 42.59
17194558, 42.61
17197042, 42.57
17199526, 42.56
17202011, 42.58
17204495, 42.58
17206980, 42.58
17209464, 42.61
17211949, 42.62
17214433, 42.61
17216917, 42.58
17219402, 42.60
17221886, 42.63
17224371, 42.57
17226855, 42.60
17229340, 42.59
17231824, 42.58
17234308, 42.60
17236793, 42.58
17239277, 42.59
17241762, 42.60
17244246, 42.53
17246731, 42.62
17249215, 42.61
17251700, 42.55
17254184, 42.59
17256669, 42.58
17259153, 42.58
17261638, 42.60
17264122, 42.58
17266607, 42.58
17269092, 42.58
17271576, 42.59
17274061, 42.62
17276545, 42.55
17279029, 42.60
17281514, 42.58
17283998, 42.59
17286483, 42.60
17288967, 42.58
17291452, 42.60
17293936, 42.59
17296420, 42.60
17298905, 42.59
17301389, 42.58
17303874, 42.56
17306358, 42.54
17308843, 42.54
17311327, 42.56
17313811, 42.52
17316296, 42.59
17318780, 42.61
17321265, 42.59
17323749, 42.55
17326234, 42.57
17328718, 42.58
17331203, 42.58
17333687, 42.51
17336171, 42.56
17338656, 42.58
17341140, 42.57
17343625, 42.52
17346109, 42.55
17348594, 42.61
17351078, 42.57
17353562, 42.54
17356047, 42.56
17358531, 42.57
17361016, 42.57
17363500, 42.53
17365985, 42.55
17368469, 42.51
17370954, 42.52
17373438, 42.53
17375922, 42.53
17378407, 42.56
17380891, 42.55
17383376, 42.54
17385860, 42.47
17388345, 42.53
17390829, 42.52
17393313, 42.49
17395798, 42.59
17398282, 42.54
17400767, 42.54
17403251, 42.55
17405736, 42.61
17408220, 42.59
17410704, 42.55
17413189, 42.59
17415673, 42.54
17418158, 42.56
17420642, 42.57
17423126, 42.59
17425611, 42.58
17428095, 42.54
17430580, 42.56
17433064, 42.54
17435549, 42.58
17438033, 42.53
17440518, 42.56
17443002, 42.57
17445487, 42.58
17447971, 42.56
17450456, 42.59
17452940, 42.55
17455425, 42.57
17457909, 42.54
17460393, 42.52
17462878, 42.51
17465362, 42.51
17467847, 42.51
17470331, 42.57
17472816, 42.55
17475300, 42.56
17477784, 42.55
17480269, 42.50
17482753, 42.50
17485238, 42.53
17487722, 42.54
17490207, 42.49
17492691, 42.51
17495175, 42.51
17497660, 42.52
17500144, 42.56
17502629, 42.55
